81f4a8e4-2266-4224-9137-ddbc16d673de,17,5,2019,22,34,3,1,586,196,5,true,nejaky popis
b17206b3-278e-488c-8f15-f525751ee164,8,5,2021,17,0,47,1,527,16,5,false,nejaky popis
be843f3f-dfb6-4650-9c04-e913ab038547,19,7,2020,10,43,32,1,338,70,5,false,nejaky popis
088431b7-ae73-4721-a154-77df9087ef31,7,1,2020,3,31,48,1,178,146,3,true,nejaky popis
adad4f40-cc4c-477d-99fa-8abceadab8ff,23,6,2019,19,3,23,10,355,66,3,true,nejaky popis
2d2ff673-c88e-477e-b81b-ee2f1d96b4d9,20,2,2021,13,53,2,10,153,59,3,true,nejaky popis
38bac124-b20a-4be8-9f36-ec52d999a777,12,10,2019,7,52,14,10,446,114,9,false,nejaky popis
9fa59673-0436-444f-a4af-b076b41e6c7e,27,4,2021,23,44,11,100,228,133,5,false,nejaky popis
a7156e5a-5573-430b-aa1f-d7a5fb9647da,11,5,2020,11,10,2,100,944,139,3,false,nejaky popis
b814724d-9908-4035-b60c-69b9d57ac13d,13,4,2020,8,51,2,100,531,96,7,false,nejaky popis
88e4ada2-2c6d-48fc-bc9f-4d440487d726,7,4,2020,15,21,6,1000,411,125,2,true,nejaky popis
bf06cc21-ae30-4d2f-a4a7-fd60dd162d6f,18,11,2021,20,57,51,1000,978,99,4,true,nejaky popis
1782a7c7-6f3e-4f17-87b2-e0ac4ec2b353,12,1,2019,2,33,16,1000,434,167,5,false,nejaky popis
2da53ad4-7589-472c-8990-283767b67b83,15,6,2020,23,15,12,1000,948,24,7,true,nejaky popis
4fefa9d2-f86d-4a35-b7ed-46cffb0af1d2,3,7,2021,19,13,2,1000,579,143,2,false,nejaky popis
84ca82ae-4682-4aef-a8cd-1bebc5f3e863,11,10,2020,11,2,4,1001,372,105,4,false,nejaky popis
87a38b3e-92dd-45a3-bad1-eefdfde0b440,24,6,2020,0,17,1,1001,21,172,1,true,nejaky popis
a73dc112-8ad6-4a71-adf9-8976b3115832,13,11,2019,19,39,52,1001,494,47,9,true,nejaky popis
cdac2c1d-a6f2-4f1f-b922-3dcca9eee508,20,11,2019,12,6,39,1001,801,35,0,false,nejaky popis
fadae27e-9bed-48f0-b1d8-6f9c22b2d69c,26,5,2019,7,15,23,1001,458,44,8,false,nejaky popis
07da23a1-5237-4457-b400-74aa9f5265d3,15,7,2019,12,2,0,1001,934,158,9,true,nejaky popis
567ec3cf-3d0a-4716-8ae7-2d44cb0e16b3,22,6,2021,10,49,40,1001,947,150,2,false,nejaky popis
70291a3b-1f31-4e2f-8627-779daa4a0f98,2,12,2020,18,1,16,1001,577,197,4,true,nejaky popis
75dc7463-7c1d-4735-8096-3f6bdcba5c82,14,6,2019,16,42,37,1001,598,128,0,false,nejaky popis
821b44a9-b336-450c-a73a-7304e6fdb6db,24,10,2019,6,40,56,1002,67,104,2,true,nejaky popis
d5845d88-0e0d-49c0-b1e6-51be50157d85,12,10,2021,4,32,28,1002,210,101,0,false,nejaky popis
dbbcb020-5599-4de0-bc62-f55d6d1fcad0,16,8,2020,10,56,43,1002,73,14,6,true,nejaky popis
ea67d792-fe65-43a1-a2b3-f0b6396802cc,7,10,2021,17,12,29,1002,288,102,7,false,nejaky popis
06458c70-cf68-4a62-b3bf-d16c32a526b4,8,8,2020,3,39,59,1002,441,180,6,true,nejaky popis
5f5d0bef-c66a-4555-91fe-e7970d485328,23,9,2021,15,59,20,1002,402,83,8,false,nejaky popis
